repo_merged,total_files,unique_sources,num_sources,multiple_files,multiple_sources
nguyenvanduocit/jira-mcp,1,claude,1,False,False
nibzard/awesome-agentic-patterns,1,claude,1,False,False
nibzard/lmdb-tui,1,claude,1,False,False
nicholasgriffintn/ai-platform,1,claude,1,False,False
nirum/jetplot,1,agents,1,False,False
nitin27may/clean-architecture-docker-dotnet-angular,1,copilot-instructions,1,False,False
nixel2007/extends,1,copilot-instructions,1,False,False
njfio/fluent_cli,2,agents;claude,2,True,True
nkdAgility/azure-devops-migration-tools,1,copilot-instructions,1,False,False
noahbclarkson/codebase_viewer,1,claude,1,False,False
nodetool-ai/nodetool,1,agents,1,False,False
nornagon/cdda-guide,1,agents,1,False,False
nostria-app/nostria,1,copilot-instructions,1,False,False
nounder/effect-start,1,agents,1,False,False
nrwl/nx,2,agents;claude,2,True,True
nrwl/nx-console,2,agents;claude,2,True,True
nshkrdotcom/json_remedy,1,claude,1,False,False
numbagg/numbagg,1,claude,1,False,False
numbersprotocol/capture-lite,2,claude;copilot-instructions,2,True,True
nvm-sh/nvm,1,copilot-instructions,1,False,False
nwamsley1/Pioneer.jl,1,agents,1,False,False
nyaruka/floweditor,1,copilot-instructions,1,False,False
nyaruka/rapidpro,1,copilot-instructions,1,False,False
nyvyn/helpful.computer,2,agents;claude,2,True,True
o-ga09/MH-API,2,claude;copilot-instructions,2,True,True
o1-labs/openmina,1,claude,1,False,False
oWretch/bicep-docs,1,copilot-instructions,1,False,False
obi1kenobi/cargo-semver-checks,1,agents,1,False,False
obie/desiru,1,claude,1,False,False
obophenotype/cell-ontology,2,claude;copilot-instructions,2,True,True
obophenotype/uberon,2,claude;copilot-instructions,2,True,True
obvious-inc/nouns-camp-monorepo,1,claude,1,False,False
occipital/django-content-settings,1,agents,1,False,False
ocordova/cordova.me,1,copilot-instructions,1,False,False
octgn/OCTGN,1,copilot-instructions,1,False,False
ogrew/visp,1,claude,1,False,False
ohcnetwork/care_fe,3,agents;claude;copilot-instructions,3,True,True
omnistrate-oss/omnistrate-ctl,2,agents;copilot-instructions,2,True,True
on-paper/ink,2,agents;claude,2,True,True
onflow/FRW-Extension,1,claude,1,False,False
onflow/flow-go,2,agents;claude,2,True,True
onion-lang/onion,1,claude,1,False,False
onlook-dev/onlook,1,agents,1,False,False
onnx/ir-py,1,copilot-instructions,1,False,False
onnx/onnx,1,copilot-instructions,1,False,False
onthreshold/threshold,1,claude,1,False,False
ooovenenoso/BadUSB-GPT,1,agents,1,False,False
op-rs/kona,1,claude,1,False,False
opal/opal,1,agents,1,False,False
open-metadata/OpenMetadata,2,claude;copilot-instructions,2,True,True
open-source-uc/v2-ramos,1,copilot-instructions,1,False,False
open-telemetry/opentelemetry-cpp,1,copilot-instructions,1,False,False
open4good/open4goods,1,agents,1,False,False
open5e/open5e-api,1,agents,1,False,False
openSVM/osvm-cli,2,claude;copilot-instructions,2,True,True
openai/codex,1,agents,1,False,False
openai/openai-agents-js,1,agents,1,False,False
openai/openai-agents-python,2,agents;claude,2,True,True
opendocument-app/OpenDocument.droid,1,claude,1,False,False
openfga/sdk-generator,1,copilot-instructions,1,False,False
openfoodfacts/openfoodfacts-webcomponents,1,copilot-instructions,1,False,False
openfoodfacts/smooth-app,1,copilot-instructions,1,False,False
openpromisesmy/ui,1,agents,1,False,False
openshift-online/rh-trex,1,claude,1,False,False
openshift-pipelines/pipelines-as-code,2,agents;claude,2,True,True
opensource-observer/oso,1,copilot-instructions,1,False,False
openvanilla/McBopomofoWeb,1,copilot-instructions,1,False,False
operaton/operaton,1,copilot-instructions,1,False,False
opgginc/laravel-mcp-server,2,agents;claude,2,True,True
opral/monorepo,1,agents,1,False,False
opsmill/infrahub,2,claude;copilot-instructions,2,True,True
opsmill/infrahub-sdk-python,1,claude,1,False,False
opsmill/infrahub-sync,2,claude;copilot-instructions,2,True,True
oraios/serena,1,claude,1,False,False
orbitinghail/graft,3,agents;claude;copilot-instructions,3,True,True
orbitinghail/splinter-rs,1,claude,1,False,False
oscript-library/opm,1,copilot-instructions,1,False,False
ottogroup/pixaris,1,agents,1,False,False
oven-sh/bun,2,agents;claude,2,True,True
owenlamont/uv-secure,1,agents,1,False,False
owid/etl,2,agents;claude,2,True,True
owid/owid-grapher,3,agents;claude;copilot-instructions,3,True,True
owncast/owncast,1,copilot-instructions,1,False,False
oxc-project/oxc,2,agents;claude,2,True,True
oxc-project/playground,1,claude,1,False,False
oxcaml/oxcaml,2,agents;claude,2,True,True
p-wegner/coding-aider,1,claude,1,False,False
panghy/javaflow,1,claude,1,False,False
pankona/makasero,1,claude,1,False,False
pannous/wasp,1,claude,1,False,False
panther-labs/mcp-panther,1,claude,1,False,False
paper2/github-actions-opentelemetry,1,claude,1,False,False
paradigmxyz/reth,1,claude,1,False,False
pardeike/Harmony,2,agents;copilot-instructions,2,True,True
pathintegral-institute/mcpm.sh,1,claude,1,False,False
pathoplexus/pathoplexus,1,agents,1,False,False
pattty847/Trade-Suite-v2,1,agents,1,False,False
pavini/webhook-listener,1,claude,1,False,False
pazzazzo/E-Motion,1,agents,1,False,False
pdfme/pdfme,1,claude,1,False,False
pdm-project/pdm,2,agents;claude,2,True,True
peaceiris/workflows,1,claude,1,False,False
pedramamini/RewindMCP,1,claude,1,False,False
pelikhan/action-continuous-comments,1,copilot-instructions,1,False,False
perplex-labs/aolite,1,agents,1,False,False
petitstrawberry/Scarlet,1,copilot-instructions,1,False,False
pezzos/cursor-openrouter-proxy,1,agents,1,False,False
pgdogdev/pgdog,2,agents;claude,2,True,True
phel-lang/phel-lang,1,agents,1,False,False
philips-software/roslyn-analyzers,1,copilot-instructions,1,False,False
pi-dal/django-vditor,1,claude,1,False,False
pierceboggan/Dropped,1,copilot-instructions,1,False,False
piiq/allocator-bot,1,claude,1,False,False
pimcore/studio-ui-bundle,1,copilot-instructions,1,False,False
pinto-org/interface,1,claude,1,False,False
pj4533/LostArchiveTV,1,claude,1,False,False
plastic-labs/honcho,1,claude,1,False,False
platformatic/mcp,1,claude,1,False,False
pnp/cli-microsoft365,1,copilot-instructions,1,False,False
pocketsizefund/pocketsizefund,1,claude,1,False,False
pomerium/mcp-app-demo,2,claude;copilot-instructions,2,True,True
popstas/scad-models,1,agents,1,False,False
popstas/windows-mqtt,1,agents,1,False,False
pradeepiyer/ray-mcp,1,claude,1,False,False
pranaygp/vscode-css-peek,1,agents,1,False,False
prebid/Prebid.js,2,agents;claude,2,True,True
prebid/prebid.github.io,1,agents,1,False,False
primer/brand,1,copilot-instructions,1,False,False
primer/eslint-plugin-primer-react,1,copilot-instructions,1,False,False
primer/react,1,copilot-instructions,1,False,False
princeton-pli/hal-harness,1,claude,1,False,False
privatefolio/privatefolio,1,copilot-instructions,1,False,False
project-numina/kimina-lean-server,1,agents,1,False,False
projectcalico/calico,1,copilot-instructions,1,False,False
promptfoo/promptfoo,1,claude,1,False,False
prosekit/prosekit,1,agents,1,False,False
proximafusion/vmecpp,2,agents;claude,2,True,True
ptarmiganlabs/butler,1,copilot-instructions,1,False,False
ptarmiganlabs/butler-sos,1,copilot-instructions,1,False,False
public-ui/kolibri,2,agents;copilot-instructions,2,True,True
puemos/hls-downloader,1,agents,1,False,False
pulsemcp/mcp-servers,1,claude,1,False,False
pulumi/docs,3,agents;claude;copilot-instructions,3,True,True
pwa-builder/PWABuilder,1,copilot-instructions,1,False,False
python-cachier/cachier,3,agents;claude;copilot-instructions,3,True,True
python-discord/infra,1,copilot-instructions,1,False,False
python-wheel-build/fromager,2,agents;claude,2,True,True
pytorch/pytorch,2,agents;claude,2,True,True
qltysh/qlty,1,claude,1,False,False
quantalogic/quantalogic,1,copilot-instructions,1,False,False
quantified-uncertainty/roast-my-post,1,claude,1,False,False
quarylabs/sqruff,1,claude,1,False,False
quexer/tok,1,claude,1,False,False
quickfeed/quickfeed,1,agents,1,False,False
quokka-astro/quokka,2,agents;claude,2,True,True
r0227n/flutter_whisper_kit,1,claude,1,False,False
r3-yamauchi/kintone-mcp-server,2,agents;claude,2,True,True
radiantspace/talk2robots,1,copilot-instructions,1,False,False
radixdlt/radix-incentives,1,claude,1,False,False
raffertyuy/github-copilot-prompts,1,copilot-instructions,1,False,False
ragnarok22/gsmart,2,agents;claude,2,True,True
ragnarok22/telegram-bot-api-docker,2,agents;claude,2,True,True
railsware/mailtrap-mcp,1,claude,1,False,False
rainbow-me/browser-extension,2,agents;claude,2,True,True
rainbow-me/rainbowkit,1,agents,1,False,False
raphaelmansuy/digital_palace,1,copilot-instructions,1,False,False
rasulkireev/marketing-agents,2,agents;claude,2,True,True
raycast/extensions,1,copilot-instructions,1,False,False
realtime-ai/mac-echo,1,claude,1,False,False
realtvop/SaltNet,1,copilot-instructions,1,False,False
rebelosa/feature-importance-neural-networks,1,agents,1,False,False
recallnet/js-recall,2,agents;claude,2,True,True
receptron/mulmocast-app,1,claude,1,False,False
receptron/mulmocast-cli,1,claude,1,False,False
redis/agent-memory-server,1,claude,1,False,False
reductstore/web-console,1,agents,1,False,False
reinier/dotfiles,1,claude,1,False,False
remorses/fumabase,1,claude,1,False,False
remotion-dev/remotion,1,copilot-instructions,1,False,False
renlabs-dev/torus-ts,2,agents;claude,2,True,True
reown-com/blockchain-api,1,claude,1,False,False
replicatedhq/chartsmith,1,claude,1,False,False
reserve-protocol/register,1,claude,1,False,False
rgerhards/rsyslog,2,agents;copilot-instructions,2,True,True
rhamenator/ai-scraping-defense,1,agents,1,False,False
ricardoboss/STEP,1,agents,1,False,False
richgrov/simulo,1,claude,1,False,False
riffcc/flagship,1,claude,1,False,False
risingwavelabs/risingwave,2,claude;copilot-instructions,2,True,True
rjmurillo/moq.analyzers,1,copilot-instructions,1,False,False
rob-luke/conversations,1,agents,1,False,False
robertmartin8/KindleClippings,1,agents,1,False,False
robinkarlberg/transfer.zip-web,1,agents,1,False,False
roboflow/inference,1,agents,1,False,False
roboflow/roboflow-python,1,claude,1,False,False
robusta-dev/holmesgpt,1,claude,1,False,False
rocket-admin/rocketadmin,1,claude,1,False,False
rocketship-ai/rocketship,2,agents;claude,2,True,True
rogasp/evlink-backend,1,claude,1,False,False
rooch-network/rooch,1,copilot-instructions,1,False,False
rosssaunders/ccrxt,2,agents;claude,2,True,True
rqlite/rqlite,1,copilot-instructions,1,False,False
rsmp-nordic/rsmp_validator,1,agents,1,False,False
rsyslog/rsyslog,2,agents;copilot-instructions,2,True,True
rustfs/rustfs,1,agents,1,False,False
ruvnet/claude-flow,1,claude,1,False,False
ruvnet/ruv-FANN,1,claude,1,False,False
ryanaidilp/stadata_flutter_sdk,1,claude,1,False,False
ryanmac/code-conductor,1,claude,1,False,False
ryanmac8/HA-Mint-Mobile,1,agents,1,False,False
ryoppippi/ccusage,2,agents;claude,2,True,True
saas-factory-labs/Saas-Factory,2,agents;copilot-instructions,2,True,True
saebyn/glowing-telegram,1,copilot-instructions,1,False,False
safe-global/safe-wallet-monorepo,1,agents,1,False,False
safety-research/safety-tooling,1,claude,1,False,False
sakaiproject/sakai,1,agents,1,False,False
saleor/apps,3,agents;claude;copilot-instructions,3,True,True
saleor/saleor,2,agents;claude,2,True,True
sam-goodwin/alchemy,2,agents;claude,2,True,True
samuelstevens/biobench,1,agents,1,False,False
sapientpants/sonarqube-mcp-server,1,claude,1,False,False
sarchlab/akita,1,copilot-instructions,1,False,False
sbalci/ClinicoPathJamoviModule,2,agents;claude,2,True,True
sbalci/jjstatsplot,1,claude,1,False,False
scafoldr/scafoldr,1,claude,1,False,False
scalar/scalar,1,claude,1,False,False
schemalabz/opencouncil,1,claude,1,False,False
scylladb/scylla-cluster-tests,1,agents,1,False,False
seanmcquaid/scaffolding-templates,1,agents,1,False,False
seasonedcc/remix-forms,1,agents,1,False,False
sebastienheyd/boilerplate,1,claude,1,False,False
sebnor/okrs,1,copilot-instructions,1,False,False
selfxyz/self,1,agents,1,False,False
sentioxyz/sentio-sdk,1,claude,1,False,False
sequinstream/sequin,1,agents,1,False,False
seratch/openai-sdk-knowledge-org,2,agents;claude,2,True,True
serendie/serendie,1,claude,1,False,False
serverpod/relic,1,copilot-instructions,1,False,False
serverpod/serverpod,1,copilot-instructions,1,False,False
sethjuarez/contoso-voice-agent,1,copilot-instructions,1,False,False
sethjuarez/sustineo,1,copilot-instructions,1,False,False
settlemint/asset-tokenization-kit,2,agents;claude,2,True,True
sgb-io/fta,1,agents,1,False,False
sgbaird/honegumi,1,copilot-instructions,1,False,False
sgcarstrends/sgcarstrends,1,claude,1,False,False
shader-slang/slang,2,claude;copilot-instructions,2,True,True
shapiromatron/hawc,1,copilot-instructions,1,False,False
sheldonhull/sheldonhull.com,1,copilot-instructions,1,False,False
shinnku-nikaidou/shinnku-com,2,agents;claude,2,True,True
shinshin86/aituber-onair,2,agents;claude,2,True,True
shm11C3/HardwareVisualizer,2,claude;copilot-instructions,2,True,True
shopware/shopware,1,agents,1,False,False
shopware/shopware-cli,1,claude,1,False,False
shopwareLabs/shopware-lsp,1,claude,1,False,False
shunkakinoki/dotfiles,1,claude,1,False,False
shutootaki/gwm,1,claude,1,False,False
simonw/llm,1,agents,1,False,False
simonw/simonwillisonblog,1,agents,1,False,False
skhomuti/csm-sentinel,1,agents,1,False,False
skills/action-text-variables,1,copilot-instructions,1,False,False
skip-mev/skip-go,1,agents,1,False,False
slick/slick,2,claude;copilot-instructions,2,True,True
snapshot-labs/sx-monorepo,1,claude,1,False,False
some-natalie/kubernoodles,1,copilot-instructions,1,False,False
sooperset/mcp-atlassian,1,agents,1,False,False
sorryhyun/DiPeO,1,claude,1,False,False
sourcecodeit/nezuko-crm,1,claude,1,False,False
spacelift-io/spacectl,1,claude,1,False,False
spadrapo/drapo,1,copilot-instructions,1,False,False
sparkfabrik/company-playbook,1,copilot-instructions,1,False,False
speaches-ai/speaches,1,claude,1,False,False
spylang/spy,1,claude,1,False,False
sqlrooms/sqlrooms,1,agents,1,False,False
srbhr/Resume-Matcher,1,copilot-instructions,1,False,False
srtab/daiv,1,agents,1,False,False
ssilve1989/ulti-project,2,claude;copilot-instructions,2,True,True
sspenst/thinky.gg,1,claude,1,False,False
sst/opencode,1,agents,1,False,False
stack-auth/stack-auth,1,agents,1,False,False
stampchain-io/BTCStampsExplorer,1,agents,1,False,False
stanford-crfm/haliax,1,agents,1,False,False
stanford-crfm/levanter,1,agents,1,False,False
stargately/beancount-mobile,1,claude,1,False,False
steffen/git-metrics,1,copilot-instructions,1,False,False
steipete/Peekaboo,1,claude,1,False,False
steipete/mcp-agentify,2,claude;copilot-instructions,2,True,True
stellar/rs-soroban-sdk,1,copilot-instructions,1,False,False
stellar/stellar-cli,1,copilot-instructions,1,False,False
stellar/stellar-core,1,copilot-instructions,1,False,False
stepfunc/dnp3,1,claude,1,False,False
steveandroulakis/temporal-ai-agent,1,agents,1,False,False
stevehansen/csv,2,agents;claude,2,True,True
steveklabnik/rue,1,claude,1,False,False
stid/Apple1JS,1,claude,1,False,False
storybuilder-org/StoryCAD,1,claude,1,False,False
stravu/crystal,1,claude,1,False,False
streamich/memfs,1,copilot-instructions,1,False,False
streamnative/streamnative-mcp-server,2,agents;claude,2,True,True
strickvl/tinbox,1,claude,1,False,False
sugyan/claude-code-webui,1,claude,1,False,False
suho/BluffXcodes,1,agents,1,False,False
sun-yryr/Rec-adio,2,agents;claude,2,True,True
sunbeam-labs/sunbeam,1,agents,1,False,False
supabase/etl,1,agents,1,False,False
supermemoryai/llm-bridge,1,claude,1,False,False
superwall/expo-superwall,1,claude,1,False,False
svilupp/PromptingTools.jl,1,claude,1,False,False
swarmauri/swarmauri-sdk,1,agents,1,False,False
swc-project/swc,1,agents,1,False,False
swiknaba/kirei,1,agents,1,False,False
swingerman/ha-dual-smart-thermostat,1,claude,1,False,False
swingerman/lovelace-fluid-level-background-card,1,copilot-instructions,1,False,False
swuecho/chat,2,agents;claude,2,True,True
sybrew/the-seo-framework,1,copilot-instructions,1,False,False
syntaxfm/website,2,claude;copilot-instructions,2,True,True
t-kalinowski/quickr,1,agents,1,False,False
t3-sh/cloudcredits.io,2,agents;claude,2,True,True
taiga-family/taiga-ui,1,copilot-instructions,1,False,False
takenet/blip-ds,1,copilot-instructions,1,False,False
takoserver/takos,2,agents;claude,2,True,True
talmolab/sleap-io,2,claude;copilot-instructions,2,True,True
talos-agent/talos,1,agents,1,False,False
tambo-ai/tambo,2,agents;claude,2,True,True
tanepiper/teskooano,1,agents,1,False,False
tangle-network/dapp,1,claude,1,False,False
tasker-systems/tasker,1,claude,1,False,False
taylorai/lm-deluge,2,agents;claude,2,True,True
tcheeric/nostr-java,2,agents;copilot-instructions,2,True,True
team-mirai-volunteer/action-board,1,claude,1,False,False
team-mirai-volunteer/fact-checker,1,claude,1,False,False
team-mirai/kouchou-ai,1,claude,1,False,False
tech-systems/panes,1,claude,1,False,False
techfish-11/SwiftlyTTS,1,copilot-instructions,1,False,False
tecnomanu/agent-rules-kit,2,agents;copilot-instructions,2,True,True
tedee-com/tedee-api-doc,1,claude,1,False,False
tegnike/aituber-kit,1,claude,1,False,False
tegnike/aituber-list,1,claude,1,False,False
teknokomo/universo-platformo-react,1,agents,1,False,False
telerik/blazor-docs,1,copilot-instructions,1,False,False
temporalio/ui,1,claude,1,False,False
tenxhq/tenx-hooks,1,claude,1,False,False
terisuke/engineer-cafe-navigator,1,claude,1,False,False
tfausak/cabal-gild,1,copilot-instructions,1,False,False
the-guild-org/polen,1,claude,1,False,False
thedevdojo/wave,1,claude,1,False,False
theepicsaxguy/homelab,1,copilot-instructions,1,False,False
thegrumpys/odop,1,agents,1,False,False
themotte/rDrama,1,claude,1,False,False
theopenco/llmgateway,2,agents;claude,2,True,True
theosanderson/taxonium,1,agents,1,False,False
theweebcoders/CommercialBreaker,1,copilot-instructions,1,False,False
thirdweb-dev/js,2,agents;claude,2,True,True
thorek1/MacroModelling.jl,1,agents,1,False,False
thrasher-/gocryptotrader,2,agents;copilot-instructions,2,True,True
thrasher-corp/gocryptotrader,2,agents;copilot-instructions,2,True,True
timdeschryver/Sandbox,1,copilot-instructions,1,False,False
timmo001/system-bridge,2,agents;copilot-instructions,2,True,True
timrogers/kuery,1,copilot-instructions,1,False,False
timrogers/litra-rs,1,copilot-instructions,1,False,False
tinygrad/tinygrad,1,agents,1,False,False
tkellogg/tupac,1,agents,1,False,False
tldraw/tldraw,1,claude,1,False,False
tls-attacker/ModifiableVariable,1,claude,1,False,False
tmforum-oda/oda-canvas,2,claude;copilot-instructions,2,True,True
tobi01001/LED_Stripe_Dynamic_web_conf,1,copilot-instructions,1,False,False
tohutohu/discord-claude-code,1,claude,1,False,False
tokens-studio/figma-plugin,2,claude;copilot-instructions,2,True,True
tokens-studio/graph-engine,1,copilot-instructions,1,False,False
tokoroten/NovelDrive,1,claude,1,False,False
tom-doerr/agent,1,claude,1,False,False
tom-doerr/simpledspy,1,claude,1,False,False
tomhrr/cosh,1,claude,1,False,False
tommyxchow/frosty,2,claude;copilot-instructions,2,True,True
toruta39/threejs-dash-gen,1,claude,1,False,False
toshimaru/nyan,1,claude,1,False,False
towns-protocol/towns,2,agents;claude,2,True,True
tphakala/birdnet-go,1,claude,1,False,False
traceloop/openllmetry,1,claude,1,False,False
tracking202/prosper202,1,agents,1,False,False
transloadit/uppy,1,claude,1,False,False
triblespace/tribles-rust,1,agents,1,False,False
triggerdotdev/trigger.dev,2,agents;copilot-instructions,2,True,True
trilogy-group/cli_engineer,1,agents,1,False,False
trimble-oss/modus-icons,1,agents,1,False,False
truenas/webui,1,claude,1,False,False
tscircuit/circuit-to-svg,1,claude,1,False,False
tscircuit/contribution-tracker,1,claude,1,False,False
tscircuit/core,1,claude,1,False,False
tscircuit/minicssgrid,1,claude,1,False,False
tscircuit/pcb-viewer,1,claude,1,False,False
tscircuit/simple-3d-svg,1,claude,1,False,False
tscircuit/tscircuit-autorouter,1,claude,1,False,False
tscircuit/tscircuit.com,1,claude,1,False,False
tsg-ut/slackbot,1,copilot-instructions,1,False,False
tsuzukia21/st-chat-input-multimodal,1,claude,1,False,False
tszhong0411/nelsonlai.me,1,agents,1,False,False
ttizze/evame,1,claude,1,False,False
tuannvm/slack-mcp-client,1,claude,1,False,False
tuanpmt/docflu,1,claude,1,False,False
tumf/grafana-loki-mcp,1,claude,1,False,False
tuxpeople/k8s-homelab,1,claude,1,False,False
twangodev/uw-coursemap,1,claude,1,False,False
twentyhq/twenty,1,claude,1,False,False
twitchax/triage-bot,2,agents;copilot-instructions,2,True,True
typedef-ai/fenic,1,claude,1,False,False
typstyle-rs/typstyle,1,claude,1,False,False
uakihir0/kbsky,1,agents,1,False,False
ubie-oss/slack-mcp-server,1,claude,1,False,False
ubiquiti-community/terraform-provider-unifi,1,copilot-instructions,1,False,False
ublue-os/bluefin,1,copilot-instructions,1,False,False
ublue-os/bluefin-lts,1,copilot-instructions,1,False,False
ublue-os/packages,1,copilot-instructions,1,False,False
umasteeringgroup/UMA,1,copilot-instructions,1,False,False
umputun/spot,1,claude,1,False,False
unclehowell/datro,1,agents,1,False,False
unicorn-mafia/unicorn-mafia,1,claude,1,False,False
united-manufacturing-hub/united-manufacturing-hub,1,claude,1,False,False
unoplat/unoplat-code-confluence,1,claude,1,False,False
unsend-dev/unsend,1,agents,1,False,False
ursisterbtw/ccprompts,2,agents;claude,2,True,True
useautumn/autumn,2,agents;claude,2,True,True
usnistgov/AFL-automation,1,agents,1,False,False
utopia-os/utopia-map,1,claude,1,False,False
uxlfoundation/oneDAL,1,agents,1,False,False
v0l/zap.stream,1,claude,1,False,False
vaadin/flow,1,claude,1,False,False
valkey-io/valkey-glide,2,agents;copilot-instructions,2,True,True
vanillapdf/vanillapdf,1,claude,1,False,False
vanities/swiftbible,1,claude,1,False,False
vanities/swiftchan,2,agents;claude,2,True,True
vbpf/prevail,1,agents,1,False,False
vczh-libraries/GacUI,1,copilot-instructions,1,False,False
versia-pub/server,1,copilot-instructions,1,False,False
vespa-engine/pyvespa,1,copilot-instructions,1,False,False
vfarcic/youtube-automation,1,claude,1,False,False
vgijssel/setup,1,claude,1,False,False
vgreg/MeatPy,2,claude;copilot-instructions,2,True,True
vinceglb/FileKit,2,agents;claude,2,True,True
vincentkoc/dexscraper,1,claude,1,False,False
visivo-io/visivo,1,claude,1,False,False
vitejs/vite,1,copilot-instructions,1,False,False
vitejs/vite-plugin-react,1,agents,1,False,False
vizhub-core/vzcode,1,copilot-instructions,1,False,False
vlm-run/vlmrun-node-sdk,1,claude,1,False,False
vltpkg/vltpkg,1,copilot-instructions,1,False,False
voku/AmysEcho,1,agents,1,False,False
voxmenthe/coding-agent,1,claude,1,False,False
vrognas/vscode-nmtran,1,claude,1,False,False
w-m/latent-viewer,1,agents,1,False,False
wagtail/sphinx-wagtail-theme,1,copilot-instructions,1,False,False
waldzellai/adk-typescript,1,claude,1,False,False
wandb/weave,1,agents,1,False,False
wandelbotsgmbh/wandelbots-nova,1,agents,1,False,False
wangkanai/wangkanai,2,claude;copilot-instructions,2,True,True
washanhanzi/cargo-appraiser,1,claude,1,False,False
wataru-maeda/react-native-boilerplate,1,claude,1,False,False
waudbygroup/NMRTools.jl,1,claude,1,False,False
wayneschuller/strengthjourneys,1,copilot-instructions,1,False,False
web-infra-dev/rspack,1,agents,1,False,False
webgptorg/promptbook,1,agents,1,False,False
wfukatsu/microservices-example,1,claude,1,False,False
whatstba/streamie,1,claude,1,False,False
whiteducksoftware/flock,1,agents,1,False,False
whitphx/streamlit-webrtc,1,claude,1,False,False
whitphx/vscode-emacs-mcx,1,claude,1,False,False
widmogrod/mkunion,1,claude,1,False,False
wieslawsoltes/Dock,1,agents,1,False,False
wieslawsoltes/Svg.Skia,1,agents,1,False,False
wieslawsoltes/Xaml.Behaviors,1,agents,1,False,False
willccbb/verifiers,1,agents,1,False,False
windmill-labs/windmill,1,claude,1,False,False
windmill-labs/windmilldocs,1,claude,1,False,False
wled/WLED,1,copilot-instructions,1,False,False
wolfi-dev/os,1,claude,1,False,False
wolfmanstout/talon-gaze-ocr,1,claude,1,False,False
wormhole-foundation/wormhole-connect,1,claude,1,False,False
wp-document-revisions/wp-document-revisions,1,copilot-instructions,1,False,False
wspringer/highs-mcp,1,claude,1,False,False
wvabrinskas/NumSwift,1,claude,1,False,False
wvlet/airframe,2,claude;copilot-instructions,2,True,True
wvlet/wvlet,2,agents;claude,2,True,True
xability/maidr,1,copilot-instructions,1,False,False
xbglowx/vault-kv-mv,1,copilot-instructions,1,False,False
xbglowx/vault-kv-search,1,agents,1,False,False
xlnfinance/xln,1,claude,1,False,False
xpinjection/test-driven-spring-boot,1,agents,1,False,False
xtermjs/xterm.js,1,copilot-instructions,1,False,False
xuyecan/alfred-chathub,1,agents,1,False,False
yamadashy/repomix,3,agents;claude;copilot-instructions,3,True,True
yamadashy/tech-blog-rss-feed,3,agents;claude;copilot-instructions,3,True,True
yandex/cggen,1,claude,1,False,False
yang3kc/daily_arxiv_digest,1,claude,1,False,False
ybrs/pg_catalog,1,agents,1,False,False
ydb-platform/ydb,1,agents,1,False,False
ydb-platform/ydb-embedded-ui,3,agents;claude;copilot-instructions,3,True,True
yinzhenyu-su/api-typing,1,claude,1,False,False
yinzhenyu-su/weekly-git-summary,2,claude;copilot-instructions,2,True,True
yk35/tinyply.net,1,copilot-instructions,1,False,False
yoshiko-pg/difit,2,agents;claude,2,True,True
yosshi4486/EmojiPickerViewController,2,agents;claude,2,True,True
yukukotani/just-styled,1,agents,1,False,False
yulin0629/github-copilot-tutorial,2,claude;copilot-instructions,2,True,True
yuneco/canvas-draw-styled-text,1,claude,1,False,False
yurkinh/Plugin.Maui.Calendar,1,copilot-instructions,1,False,False
yuuki/rpingmesh,1,claude,1,False,False
yuuki/tcpulse,1,claude,1,False,False
yuya-takeyama/cc-slack,1,claude,1,False,False
zackify/revect,1,copilot-instructions,1,False,False
zapier/zapier-platform,2,claude;copilot-instructions,2,True,True
zauberzeug/nicegui,2,agents;copilot-instructions,2,True,True
zed-industries/zed,1,claude,1,False,False
zenitraM/malla,1,copilot-instructions,1,False,False
zenml-io/zenml,2,agents;claude,2,True,True
zeroc-ice/ice-demos,1,copilot-instructions,1,False,False
zfit/zfit,1,copilot-instructions,1,False,False
zkFold/symbolic,1,copilot-instructions,1,False,False
zmandel/demosite_appscript,1,agents,1,False,False
zoedolan/Vybn,1,agents,1,False,False
zoonk/zoonk,1,agents,1,False,False
zumasys/docs,1,copilot-instructions,1,False,False
zuplo/docs,2,claude;copilot-instructions,2,True,True
zuplo/zudoku,1,claude,1,False,False
zwave-js/zwave-js,3,agents;claude;copilot-instructions,3,True,True
zwave-js/zwave-js-ui,2,claude;copilot-instructions,2,True,True
