repo_merged,total_files,unique_sources,num_sources,multiple_files,multiple_sources
ensdomains/namechain,1,claude,1,False,False
entira/archi-mcp,1,claude,1,False,False
ephur/terraform-worker,1,agents,1,False,False
epicweb-dev/epicshop,1,agents,1,False,False
equalizedigital/accessibility-checker,1,copilot-instructions,1,False,False
erjiang/foxscheme,1,agents,1,False,False
eslint/eslint,1,copilot-instructions,1,False,False
esphome/esphome,2,claude;copilot-instructions,2,True,True
esphome/esphome-devices,1,copilot-instructions,1,False,False
espressif/esptool,1,copilot-instructions,1,False,False
espresso3389/pdfrx,2,agents;claude,2,True,True
estruyf/vscode-demo-time,1,copilot-instructions,1,False,False
etchdroid/etchdroid,1,agents,1,False,False
evandempsey/fp-growth,1,agents,1,False,False
evansims/openfga-php,1,claude,1,False,False
evmts/guillotine,2,agents;claude,2,True,True
evmts/tevm-monorepo,1,claude,1,False,False
evstack/ev-node,1,claude,1,False,False
ewolff/software-architektur.tv,1,copilot-instructions,1,False,False
exa-labs/exa-js,1,claude,1,False,False
exceptionraiser/vscode-string-manipulation,1,claude,1,False,False
eyaltoledano/claude-task-master,1,claude,1,False,False
ezyang/scubaduck,1,agents,1,False,False
facioquo/stock-charts,1,copilot-instructions,1,False,False
faddat/aura,1,agents,1,False,False
faros-ai/airbyte-connectors,2,agents;claude,2,True,True
fazer-ai/chatwoot,2,agents;claude,2,True,True
fclairamb/ftpserverlib,1,claude,1,False,False
fcoury/husk,1,claude,1,False,False
featureform/enrichmcp,1,agents,1,False,False
fellowship-of-the-roms/CrystalShireEngine,1,agents,1,False,False
femto/minion,1,claude,1,False,False
ferrisdb/ferrisdb,2,agents;claude,2,True,True
figmentapp/figment,2,agents;claude,2,True,True
fmueller/jarvis,1,agents,1,False,False
forattini-dev/s3db.js,1,claude,1,False,False
fountain-ink/app,1,claude,1,False,False
foxminchan/BookWorm,2,agents;copilot-instructions,2,True,True
foyzulkarim/transformers-tasks,1,claude,1,False,False
fponticelli/tempots,1,agents,1,False,False
francoisthire/bam,1,agents,1,False,False
freeplane/freeplane,2,agents;claude,2,True,True
frequency-chain/frequency,1,agents,1,False,False
friendsofhyperf/components,1,copilot-instructions,1,False,False
ftnext/sphinx-new-tab-link,1,claude,1,False,False
fujiapple852/claptrap,1,agents,1,False,False
fujiapple852/trippy,1,agents,1,False,False
fujidaiti/smooth_sheets,1,claude,1,False,False
fukuball/jieba-php,2,claude;copilot-instructions,2,True,True
functionalscript/functionalscript,1,agents,1,False,False
futuroptimist/token.place,2,agents;claude,2,True,True
g1331/xiaomai-bot,2,agents;claude,2,True,True
gacela-project/gacela,1,agents,1,False,False
gardener/dashboard,1,agents,1,False,False
gaspardpetit/WordAI,1,agents,1,False,False
gaspardpetit/verbatim,1,agents,1,False,False
geeknik/map-think-do,1,claude,1,False,False
geneontology/go-ontology,2,claude;copilot-instructions,2,True,True
gensx-inc/gensx,1,claude,1,False,False
getlago/lago-api,1,claude,1,False,False
getsentry/launchpad,1,claude,1,False,False
getsentry/sentry,1,claude,1,False,False
getsentry/sentry-cli,1,claude,1,False,False
getsentry/sentry-cocoa,1,claude,1,False,False
getsentry/sentry-java,1,claude,1,False,False
getsentry/sentry-javascript,1,claude,1,False,False
getsentry/sentry-mcp,2,agents;claude,2,True,True
getsentry/sentry-unity,1,claude,1,False,False
getsentry/vanguard,1,claude,1,False,False
getsentry/vitest-evals,1,claude,1,False,False
gfhdhytghd/OQQWall,1,agents,1,False,False
ggml-org/llama.cpp,1,copilot-instructions,1,False,False
gindemit/unity-rlottie,1,agents,1,False,False
gindemit/unity-wrapper-vorbis,1,agents,1,False,False
giorgosart/react-easy-edit,1,agents,1,False,False
giselles-ai/giselle,2,agents;claude,2,True,True
github-copilot-resources/copilot-metrics-viewer,1,copilot-instructions,1,False,False
github/awesome-copilot,1,copilot-instructions,1,False,False
github/branch-deploy,1,copilot-instructions,1,False,False
github/contributors,1,copilot-instructions,1,False,False
github/gh-gei,1,copilot-instructions,1,False,False
github/gh-models,1,copilot-instructions,1,False,False
github/issue-metrics,1,copilot-instructions,1,False,False
gitkraken/vscode-gitlens,1,agents,1,False,False
gitpod-io/gitpod,1,claude,1,False,False
gitroomhq/postiz-app,1,copilot-instructions,1,False,False
glacials/twos.dev,1,agents,1,False,False
gldc/mcp-postgres,1,agents,1,False,False
gleanwork/glean-agent-toolkit,1,agents,1,False,False
glu-lang/glu,1,copilot-instructions,1,False,False
gluesql/glues,1,agents,1,False,False
gluesql/gluesql,1,agents,1,False,False
go-vikunja/vikunja,2,agents;claude,2,True,True
goat-community/goat,1,copilot-instructions,1,False,False
gofiber/cli,1,agents,1,False,False
gofiber/fiber,2,agents;copilot-instructions,2,True,True
gojiplus/tuber,1,claude,1,False,False
goplus/llcppg,1,copilot-instructions,1,False,False
goto-lab/pufu-editor,2,claude;copilot-instructions,2,True,True
gprt-org/GPRT,1,claude,1,False,False
grafana/loki,1,claude,1,False,False
grafbase/grafbase,1,claude,1,False,False
graphistry/pygraphistry,1,claude,1,False,False
graphql-python/graphql-server,1,agents,1,False,False
gridaco/grida,1,agents,1,False,False
grll/mcpadapt,1,claude,1,False,False
gronxb/hot-updater,2,agents;claude,2,True,True
gshpychka/dotfiles,1,claude,1,False,False
gvorbeck/codex-quest,2,claude;copilot-instructions,2,True,True
gyrinx-app/gyrinx,1,claude,1,False,False
h-sumiya/xserver-auto-renew-rs,1,agents,1,False,False
h1ddenpr0cess20/ollamarama-irc,1,agents,1,False,False
h1ddenpr0cess20/ollamarama-matrix,1,agents,1,False,False
hTuneSys/hexaFn,1,copilot-instructions,1,False,False
habibrehmansg/infopanel,1,claude,1,False,False
hackdays-io/toban,1,copilot-instructions,1,False,False
hahwul/dalfox,2,agents;copilot-instructions,2,True,True
hannesrudolph/imessage-query-fastmcp-mcp-server,1,claude,1,False,False
hasadna/open-bus-pipelines,1,agents,1,False,False
hashintel/hash,1,claude,1,False,False
hathach/tinyusb,3,agents;claude;copilot-instructions,3,True,True
haydenbleasel/ultracite,1,claude,1,False,False
hedoluna/fft,1,claude,1,False,False
hemilabs/ui-monorepo,1,copilot-instructions,1,False,False
henkaku-center/omise-interface,2,agents;copilot-instructions,2,True,True
herbie-fp/herbie,1,agents,1,False,False
heyverse/hey,1,agents,1,False,False
hikettei/Caten,1,claude,1,False,False
hiramekun/dotfiles,1,claude,1,False,False
hirosystems/explorer,1,agents,1,False,False
hivesolutions/appier,2,agents;claude,2,True,True
holt-web-ai/n8n-nodes-claudecode,1,claude,1,False,False
home-assistant/frontend,2,claude;copilot-instructions,2,True,True
honeycombio/honeycomb-mcp,1,claude,1,False,False
hossain-khan/android-remote-notify,1,copilot-instructions,1,False,False
hossain-khan/android-weather-alert,1,copilot-instructions,1,False,False
hotovo/aider-desk,1,agents,1,False,False
hoylabs/OpenDTU-OnBattery,1,copilot-instructions,1,False,False
hpcc-systems/HPCC-Platform,1,copilot-instructions,1,False,False
httpdss/struct,1,copilot-instructions,1,False,False
hu-po/tatbot,2,agents;claude,2,True,True
huangsen365/python-wasm-demo,1,claude,1,False,False
huggingface/smolagents,1,agents,1,False,False
humaidq/dotfiles,2,agents;claude,2,True,True
humanwhocodes/crosspost,1,copilot-instructions,1,False,False
hyperlight-dev/hyperlight,1,copilot-instructions,1,False,False
iBurnApp/iBurn-Android,1,claude,1,False,False
iamarcel/assistant-memory,1,copilot-instructions,1,False,False
iarunsaragadam/ngx-tailwind-flex-ui,1,agents,1,False,False
ibis-ssl/crane,2,agents;claude,2,True,True
igocreate/igo,1,claude,1,False,False
igraph/igraph,1,copilot-instructions,1,False,False
ikamensh/flynt,1,agents,1,False,False
iloveitaly/llm-ide-prompts,2,claude;copilot-instructions,2,True,True
iloveitaly/python-starter-template,1,copilot-instructions,1,False,False
imadaitelarabi/sparkboard,1,claude,1,False,False
image-source-control/image-source-control,1,agents,1,False,False
imfing/hextra,1,claude,1,False,False
impact-space/app,1,agents,1,False,False
infinitespace-studios/VectorRumble,1,copilot-instructions,1,False,False
inkylabs-dev/inkycut,1,claude,1,False,False
inline-chat/inline,1,claude,1,False,False
intellectronica/ruler,2,agents;copilot-instructions,2,True,True
intellij-solidity/intellij-solidity,1,agents,1,False,False
invokable/google-sheets-project,1,copilot-instructions,1,False,False
invokable/laravel-bluesky,1,copilot-instructions,1,False,False
invokable/laravel-google-photos,1,copilot-instructions,1,False,False
invokable/laravel-google-searchconsole,2,claude;copilot-instructions,2,True,True
invokable/laravel-line-sdk,1,copilot-instructions,1,False,False
invokable/laravel-mastodon-api,1,copilot-instructions,1,False,False
invokable/laravel-notification-discord-webhook,1,copilot-instructions,1,False,False
invokable/sail-db-backup,1,copilot-instructions,1,False,False
irihitech/Ursa.Avalonia,1,copilot-instructions,1,False,False
iris-hep/func_adl,1,agents,1,False,False
irislib/iris-client,1,claude,1,False,False
istio/istio,1,copilot-instructions,1,False,False
isucon/isucon9-qualify,1,claude,1,False,False
ithacaxyz/account,1,claude,1,False,False
ithacaxyz/porto,1,claude,1,False,False
itzam-ai/itzam,1,claude,1,False,False
ivangrynenko/cursorrules,2,agents;claude,2,True,True
ivo-toby/mcp-openapi-server,1,claude,1,False,False
j5ik2o/nexus-actor-rs,2,agents;claude,2,True,True
j5ik2o/oni-comb-rs,1,agents,1,False,False
jabrena/cursor-rules-java,1,agents,1,False,False
jackfirth/resyntax,1,copilot-instructions,1,False,False
jacobschweitzer/KaiGen,1,claude,1,False,False
jacwu/github-materials,1,copilot-instructions,1,False,False
jafioti/luminal,1,agents,1,False,False
jakub-k-slys/substack-api,2,claude;copilot-instructions,2,True,True
james-gould/azure-keyvault-emulator,1,copilot-instructions,1,False,False
jameshiew/infinigen,2,agents;copilot-instructions,2,True,True
jamesmontemagno/bingo-o-matic,1,copilot-instructions,1,False,False
jamesmontemagno/feedbackflow,1,copilot-instructions,1,False,False
janbjorge/pgqueuer,1,agents,1,False,False
jaredsburrows/android-gif-search,1,agents,1,False,False
jaronheard/soonlist-turbo,1,claude,1,False,False
jasonjgardner/blockbench-mcp-plugin,1,agents,1,False,False
javoire/dyslexia-friendly,1,claude,1,False,False
jaye773/youtube-summarizer,2,agents;claude,2,True,True
jcputney/scorm-again,2,agents;claude,2,True,True
jdereg/java-util,1,copilot-instructions,1,False,False
jdereg/json-io,1,claude,1,False,False
jdx/mise,1,claude,1,False,False
jefago/tiny-markdown-editor,1,claude,1,False,False
jellydn/vscode-hurl-runner,1,claude,1,False,False
jerseycheese/Narraitor,1,claude,1,False,False
jey3dayo/dotfiles,1,claude,1,False,False
jfbosch/Mutation,1,agents,1,False,False
jgoos/home-lab-as-code,1,agents,1,False,False
jiahaoxiang2000/claude-code-zed,1,claude,1,False,False
jinek/Consolonia,1,copilot-instructions,1,False,False
jirihofman/portfolio,1,copilot-instructions,1,False,False
jkroepke/openvpn-auth-oauth2,1,agents,1,False,False
jlowin/copychat,1,agents,1,False,False
jlowin/fastmcp,3,agents;claude;copilot-instructions,3,True,True
jlucaso1/whatsapp-rust,1,agents,1,False,False
joamag/boytacean,2,agents;claude,2,True,True
johnlindquist/get-rules,1,claude,1,False,False
johnlindquist/kit,2,agents;claude,2,True,True
jonaraphael/csv,1,agents,1,False,False
jonathanpeppers/inclusive-code-reviews-browser,1,copilot-instructions,1,False,False
jonathanpeppers/inclusive-code-reviews-ml,1,copilot-instructions,1,False,False
jonhadfield/python-hosts,1,claude,1,False,False
jonmagic/scripts,1,copilot-instructions,1,False,False
jonobr1/two.js,1,claude,1,False,False
josemarluedke/frontile,2,agents;claude,2,True,True
joseph-holland/op-patchstudio,1,claude,1,False,False
josh/lazy-nvim-nix,1,agents,1,False,False
joshuadanpeterson/enhanced-dash-mcp,1,agents,1,False,False
joshuadanpeterson/typewriter.nvim,1,agents,1,False,False
joshukraine/dotfiles,1,claude,1,False,False
jozu-ai/promptkit,1,claude,1,False,False
jrkropp/open-webui-developer-toolkit,1,agents,1,False,False
jsburckhardt/devcontainer-features,1,copilot-instructions,1,False,False
jscarle/LightResults,1,agents,1,False,False
jsforce/jsforce,1,copilot-instructions,1,False,False
jsonjoy-com/json-pack,1,copilot-instructions,1,False,False
jtarchie/helloretro,1,copilot-instructions,1,False,False
juanibiapina/dotfiles,1,claude,1,False,False
juanjoGonDev/fastypest,1,agents,1,False,False
julep-ai/julep,1,agents,1,False,False
julep-ai/steadytext,2,agents;claude,2,True,True
juliemar/treinamento-fluig-wcm,1,agents,1,False,False
justtrackio/gosoline,1,copilot-instructions,1,False,False
jwilger/event_modeler,1,claude,1,False,False
jwilger/eventcore,1,claude,1,False,False
jwmcglynn/donner,1,agents,1,False,False
jxnl/blog,2,agents;claude,2,True,True
k35o/k8o,1,claude,1,False,False
kaichen/kimicc,1,claude,1,False,False
kajidog/mcp-tts-voicevox,1,claude,1,False,False
kako-jun/diffx,1,claude,1,False,False
kalenjordan/metasync,1,claude,1,False,False
kalenjordan/shopworker,1,claude,1,False,False
kalkulacka-one/kalkulacka,1,claude,1,False,False
kanisterio/kanister,1,copilot-instructions,1,False,False
kannon-email/kannon,1,claude,1,False,False
karakeep-app/karakeep,2,agents;claude,2,True,True
kargnas/laravel-ai-translator,2,agents;claude,2,True,True
karlforshaw/offblast,1,claude,1,False,False
kasper573/mp,1,copilot-instructions,1,False,False
kasperjunge/fastapi-react-vibe-coding-template,1,claude,1,False,False
katspaugh/wavesurfer.js,1,agents,1,False,False
katsuhirohonda/anthropic-sdk-rs,2,agents;claude,2,True,True
kawax/nostr-vercel-api,2,claude;copilot-instructions,2,True,True
kbwo/ccmanager,1,claude,1,False,False
kdroidFilter/Platform-Tools,1,agents,1,False,False
keepassxreboot/keepassxc,1,copilot-instructions,1,False,False
kenfdev/claude-code-todo-app,1,claude,1,False,False
kentcdodds/inspector,1,claude,1,False,False
kern/filepizza,1,claude,1,False,False
kesslerio/attio-mcp-server,2,agents;claude,2,True,True
kewalaka/az-bootstrap,1,copilot-instructions,1,False,False
kfastov/telegram-mcp-server,1,agents,1,False,False
khromov/context-coder,1,claude,1,False,False
khromov/sveltekit-local-ai,1,claude,1,False,False
killerapp/continuous-image-gen,2,agents;claude,2,True,True
kingstinct/react-native-healthkit,1,copilot-instructions,1,False,False
kingstinct/zemble,3,agents;claude;copilot-instructions,3,True,True
kizuna-ai-lab/sokuji,1,claude,1,False,False
kkrt-labs/cairo-m,1,claude,1,False,False
kkweon/butler,1,copilot-instructions,1,False,False
kleros/dispute-resolver,1,claude,1,False,False
knavillus1/codex_bootstrap,1,agents,1,False,False
knyga/html2thermal,1,claude,1,False,False
koaning/mopaint,1,claude,1,False,False
kobzarvs/3d-tetris,1,claude,1,False,False
kohii/medi-xplorer,1,claude,1,False,False
komura-c/MusiL,1,claude,1,False,False
konsultaner/connectanum-dart,1,agents,1,False,False
konturio/disaster-ninja-be,1,agents,1,False,False
konturio/disaster-ninja-cd,1,agents,1,False,False
konturio/disaster-ninja-fe,1,agents,1,False,False
konturio/geocint-runner,1,agents,1,False,False
konturio/live-sensors-app,1,agents,1,False,False
krissen/polleninformation,2,agents;copilot-instructions,2,True,True
krissen/pollenprognos-card,1,agents,1,False,False
krzemienski/claude-code-builder,1,claude,1,False,False
ktaka-ccmp/oauth2-passkey,2,claude;copilot-instructions,2,True,True
ktny/ccstat,1,claude,1,False,False
ktorio/ktor,1,claude,1,False,False
kubefleet-dev/kubefleet,2,claude;copilot-instructions,2,True,True
kubetail-org/kubetail,2,agents;claude,2,True,True
kyryl-opens-ml/ml-in-production-practice,1,agents,1,False,False
kyryl-opens-ml/no-ocr,1,agents,1,False,False
labd/commercetools-node-mock,1,copilot-instructions,1,False,False
lacolaco/blog.lacolaco.net,2,claude;copilot-instructions,2,True,True
lancegoyke/fitness-store,1,claude,1,False,False
langchain-ai/agents-from-scratch,2,agents;claude,2,True,True
langchain-ai/langchain,3,agents;claude;copilot-instructions,3,True,True
langchain-ai/langgraph,1,agents,1,False,False
langchain-ai/open-agent-platform,1,agents,1,False,False
langfuse/langfuse,2,agents;claude,2,True,True
langfuse/langfuse-docs,1,claude,1,False,False
langfuse/langfuse-python,1,claude,1,False,False
laplace-live/event-bridge,1,claude,1,False,False
larinam/vacal,1,agents,1,False,False
laststance/eslint-config-ts-prefixer,1,claude,1,False,False
laststance/utils,1,claude,1,False,False
latchfield/vulcan-core,1,copilot-instructions,1,False,False
latitude-dev/latitude-llm,1,agents,1,False,False
laude-institute/terminal-bench,2,claude;copilot-instructions,2,True,True
lbds137/tzurot,1,claude,1,False,False
lefoulkrod/computron_9000,1,copilot-instructions,1,False,False
leftouterjoins/podsumer,1,agents,1,False,False
lempiji/openai-d,1,agents,1,False,False
leonardsellem/n8n-mcp-server,2,agents;claude,2,True,True
leonardsellem/readwise-vector-db,2,agents;claude,2,True,True
lfnovo/esperanto,1,claude,1,False,False
lgallard/terraform-aws-backup,1,claude,1,False,False
lgallard/terraform-aws-cognito-user-pool,1,claude,1,False,False
lgallard/terraform-aws-ecr,1,claude,1,False,False
lgallard/terraform-aws-secrets-manager,1,claude,1,False,False
liam-hq/liam,2,agents;claude,2,True,True
libersoft-org/yellow-client,1,claude,1,False,False
libetl/local-traffic,1,copilot-instructions,1,False,False
lightdash/lightdash,1,claude,1,False,False
linear-b/gitstream,2,agents;claude,2,True,True
lingodotdev/lingo.dev,1,claude,1,False,False
linkerd/linkerd2-proxy,1,copilot-instructions,1,False,False
linux-application-whitelisting/fapolicyd,1,agents,1,False,False
linux-do/cdk,1,copilot-instructions,1,False,False
linux-kdevops/kdevops,1,claude,1,False,False
liquibase/docker,1,claude,1,False,False
lisaross/tana-tools-for-raycast,1,claude,1,False,False
liveblocks/liveblocks,1,claude,1,False,False
livid/banny,1,copilot-instructions,1,False,False
ljt019/transformers,1,agents,1,False,False
llama-farm/llamafarm,1,agents,1,False,False
llbbl/codeigniter-chat,1,claude,1,False,False
lmy375/peth,1,claude,1,False,False
loculus-project/loculus,2,agents;claude,2,True,True
logancyang/obsidian-copilot,2,agents;claude,2,True,True
loinc/comp-loinc,1,claude,1,False,False
lollipopkit/flutter_server_box,1,claude,1,False,False
lostintangent/gistpad-mcp,1,copilot-instructions,1,False,False
lostleaf/binance_datatool,1,claude,1,False,False
lroolle/cursor-pulse,1,claude,1,False,False
lsmarsden/bubble-card-modules,1,copilot-instructions,1,False,False
lucasrcezimbra/bancointer,1,copilot-instructions,1,False,False
lucasrcezimbra/ninja-api-key,1,copilot-instructions,1,False,False
luccahuguet/yazelix,2,agents;claude,2,True,True
lumen-notes/lumen,1,claude,1,False,False
lunary-ai/lunary,2,agents;copilot-instructions,2,True,True
lunasaw/gb28181-proxy,1,claude,1,False,False
luno/luno-mcp,2,claude;copilot-instructions,2,True,True
lwyBZss8924d/DeepSearchAgents,1,claude,1,False,False
lymestack/SimpleAuth4Net,1,claude,1,False,False
lynx-family/lynx-stack,1,agents,1,False,False
maciej-trebacz/ff7-ultima,1,claude,1,False,False
macro-peg/macro_peg,1,agents,1,False,False
mafzaal/lets-talk,1,copilot-instructions,1,False,False
malgo-lang/malgo,3,agents;claude;copilot-instructions,3,True,True
mamertofabian/bolt-to-github,1,claude,1,False,False
mandcony/quantoniumos,1,copilot-instructions,1,False,False
maolonglong/hugo-simple,1,copilot-instructions,1,False,False
maplibre/maputnik,1,agents,1,False,False
maplibre/martin,1,copilot-instructions,1,False,False
marclove/llmc,2,agents;claude,2,True,True
marcominerva/PdfSmith,1,copilot-instructions,1,False,False
marcus-w-hobbs/Wilsonic-MTS-ESP,1,claude,1,False,False
marin-community/marin,1,agents,1,False,False
mark3labs/mcp-go,1,agents,1,False,False
martincostello/update-dotnet-sdk,1,copilot-instructions,1,False,False
marykdb/maryk,1,agents,1,False,False
masc-ucsc/hagent,2,agents;claude,2,True,True
mastra-ai/mastra,1,claude,1,False,False
matiasvillaverde/context-creator,1,claude,1,False,False
mattgodbolt/specbolt,1,claude,1,False,False
mattleibow/DeviceRunners,1,copilot-instructions,1,False,False
mattpocock/total-typescript-monorepo,1,claude,1,False,False
max-sixty/prql,1,claude,1,False,False
maybe-finance/maybe,1,claude,1,False,False
mazrean/kessoku,1,claude,1,False,False
mbrt/gmailctl,1,agents,1,False,False
mbukosky/SpotifyUnchained,1,claude,1,False,False
mckaywrigley/mckays-app-template,1,claude,1,False,False
mcp-agents-ai/mcp-agents-hub,1,claude,1,False,False
mediocre/whosit,1,claude,1,False,False
meilisearch/meilisearch-mcp,1,claude,1,False,False
mendableai/firecrawl,1,claude,1,False,False
mendz/youtube-fast-rewind-forward-buttons,1,agents,1,False,False
meowarts/nekometrics,1,claude,1,False,False
mergd/discorss,1,claude,1,False,False
metabase/metabase,2,claude;copilot-instructions,2,True,True
metacraft-labs/codetracer,1,agents,1,False,False
metacraft-labs/codetracer-python-recorder,1,agents,1,False,False
metacraft-labs/codetracer-ruby-recorder,2,agents;claude,2,True,True
metacraft-labs/nix-blockchain-development,2,agents;copilot-instructions,2,True,True
metaplex-foundation/developer-hub,1,claude,1,False,False
metowolf/vCards,1,claude,1,False,False
meza/Stonecraft,1,copilot-instructions,1,False,False
meza/minecraft-mod-manager,2,agents;copilot-instructions,2,True,True
mhackermsft/BlazorAIChat,1,copilot-instructions,1,False,False
michaellatman/mcp-get,1,claude,1,False,False
michaelschoenbaechler/parlwatch,1,copilot-instructions,1,False,False
microsoft/ApplicationInsights-JS,1,copilot-instructions,1,False,False
microsoft/ApplicationInsights-Java,1,copilot-instructions,1,False,False
microsoft/AzureTRE,1,copilot-instructions,1,False,False
microsoft/FluidFramework,1,copilot-instructions,1,False,False
microsoft/GSL,1,copilot-instructions,1,False,False
microsoft/Generative-AI-for-beginners-dotnet,1,copilot-instructions,1,False,False
microsoft/Olive,1,copilot-instructions,1,False,False
microsoft/PSRule,1,copilot-instructions,1,False,False
microsoft/PowerToys,1,copilot-instructions,1,False,False
microsoft/Qcodes,1,copilot-instructions,1,False,False
microsoft/SqlScriptDOM,1,copilot-instructions,1,False,False
microsoft/TypeScript,1,copilot-instructions,1,False,False
microsoft/WSL,1,copilot-instructions,1,False,False
microsoft/Web-Dev-For-Beginners,1,agents,1,False,False
microsoft/ai-agents-for-beginners,1,agents,1,False,False
microsoft/autogen,1,copilot-instructions,1,False,False
microsoft/azure-devops-mcp,1,copilot-instructions,1,False,False
microsoft/azure-pipelines-agent,1,copilot-instructions,1,False,False
microsoft/fabric-cicd,1,copilot-instructions,1,False,False
microsoft/finops-toolkit,1,copilot-instructions,1,False,False
microsoft/generative-ai-with-javascript,1,agents,1,False,False
microsoft/gitagu,1,copilot-instructions,1,False,False
microsoft/go-mssqldb,1,copilot-instructions,1,False,False
microsoft/lisa,1,copilot-instructions,1,False,False
microsoft/mcp,2,agents;copilot-instructions,2,True,True
microsoft/mcp-dotnet-samples,2,agents;copilot-instructions,2,True,True
microsoft/mcp-for-beginners,1,agents,1,False,False
microsoft/omnichannel-chat-sdk,1,copilot-instructions,1,False,False
microsoft/onnxruntime-genai,1,copilot-instructions,1,False,False
microsoft/onnxscript,1,copilot-instructions,1,False,False
microsoft/openvmm,1,copilot-instructions,1,False,False
microsoft/poml,2,agents;claude,2,True,True
microsoft/powerplatform-vscode,1,copilot-instructions,1,False,False
microsoft/presidio,1,copilot-instructions,1,False,False
microsoft/python-environment-tools,1,copilot-instructions,1,False,False
microsoft/qsharp,1,copilot-instructions,1,False,False
microsoft/react-native-windows,1,copilot-instructions,1,False,False
microsoft/react-native-windows-samples,1,copilot-instructions,1,False,False
microsoft/simplechat,1,copilot-instructions,1,False,False
microsoft/terraform-provider-power-platform,1,copilot-instructions,1,False,False
microsoft/testfx,1,copilot-instructions,1,False,False
microsoft/typescript-go,1,copilot-instructions,1,False,False
microsoft/typespec,1,copilot-instructions,1,False,False
microsoft/vs-mef,1,copilot-instructions,1,False,False
microsoft/vs-threading,1,copilot-instructions,1,False,False
microsoft/vscode,1,copilot-instructions,1,False,False
microsoft/vscode-azurefunctions,1,copilot-instructions,1,False,False
microsoft/vscode-copilot-chat,1,copilot-instructions,1,False,False
microsoft/vscode-docs,1,copilot-instructions,1,False,False
microsoft/vscode-documentdb,1,copilot-instructions,1,False,False
microsoft/vscode-jupyter,1,copilot-instructions,1,False,False
microsoft/vscode-mssql,1,agents,1,False,False
microsoft/vstest,1,copilot-instructions,1,False,False
mihaur/node-fastify-template,1,agents,1,False,False
mikedemarais/granola-ts-client,2,agents;claude,2,True,True
mikkelkrogsholm/ai-prepper,1,claude,1,False,False
mikker/nitro_kit,1,claude,1,False,False
mimium-org/mimium-rs,1,agents,1,False,False
minio/pkg,2,agents;claude,2,True,True
mirage335-colossus/ubiquitous_bash,1,agents,1,False,False
mitakarb/beerkeeper,1,claude,1,False,False
miurla/morphic,1,claude,1,False,False
mixpanel/mixpanel-android,3,agents;claude;copilot-instructions,3,True,True
mizchi/similarity,1,claude,1,False,False
mkht/PSOpenAI,1,agents,1,False,False
mkizka/pdsadmin-web,1,claude,1,False,False
mkwatson/ai-fastify-template,2,agents;claude,2,True,True
mlco2/codecarbon,1,copilot-instructions,1,False,False
mlflow/mlflow,1,claude,1,False,False
modal-labs/modal-client,2,agents;claude,2,True,True
modelcontextprotocol/inspector,2,agents;claude,2,True,True
modelcontextprotocol/python-sdk,1,claude,1,False,False
modelcontextprotocol/registry,1,claude,1,False,False
modelcontextprotocol/typescript-sdk,1,claude,1,False,False
modular/modular,1,claude,1,False,False
module-federation/core,1,claude,1,False,False
monarch-initiative/aurelian,1,claude,1,False,False
monarch-initiative/mondo,2,claude;copilot-instructions,2,True,True
moonbitlang/core,1,agents,1,False,False
moonbitlang/llvm.mbt,1,agents,1,False,False
moorestech/mooreseditor,2,agents;claude,2,True,True
moorestech/moorestech,2,agents;claude,2,True,True
moosefs/pve-moosefs,1,claude,1,False,False
morooka-akira/aicm,2,agents;claude,2,True,True
morphik-org/morphik-core,1,claude,1,False,False
moshfeu/vscode-compare-folders,1,copilot-instructions,1,False,False
moxin-org/moly,1,claude,1,False,False
mrgnlabs/marginfi-v2,1,claude,1,False,False
mrled/KeymapKit,1,claude,1,False,False
msgbyte/tianji,1,agents,1,False,False
mvilanova/intervals-mcp-server,1,agents,1,False,False
myfear/ejq_substack_articles,1,agents,1,False,False
myriade-ai/myriade,1,agents,1,False,False
mysql-net/MySqlConnector,1,copilot-instructions,1,False,False
mythal/boluo,1,agents,1,False,False
myuon/gallon,1,claude,1,False,False
nabinno/dotfiles,1,claude,1,False,False
nailuoGG/anki-mcp-server,1,claude,1,False,False
nais/unleasherator,1,copilot-instructions,1,False,False
nalamap/nalamap,1,agents,1,False,False
namish800/vaani,1,claude,1,False,False
nanameru/Open_SuperAgent,1,claude,1,False,False
nandyalu/trailarr,1,copilot-instructions,1,False,False
nanvix/nanvix,1,copilot-instructions,1,False,False
nashtech-garage/ntg-agent,1,copilot-instructions,1,False,False
naveedanwarbhatti/Google-Scholar-Conference-Ranker,1,agents,1,False,False
naveedanwarbhatti/Self-Citations-Checker,1,agents,1,False,False
nbonamy/witsy,3,agents;claude;copilot-instructions,3,True,True
needmore/bc4,1,copilot-instructions,1,False,False
nekobato/Polidium,1,claude,1,False,False
neohaskell/NeoHaskell,1,claude,1,False,False
neptaco/mcproc,1,claude,1,False,False
net-daemon/netdaemon,1,copilot-instructions,1,False,False
netdata/netdata,1,claude,1,False,False
netidx/netidx,1,agents,1,False,False
netlify/cli,1,claude,1,False,False
netresearch/ofelia,1,agents,1,False,False
netz98/n98-magerun2,2,agents;copilot-instructions,2,True,True
neurodesk/neurocontainers,1,copilot-instructions,1,False,False
neurostuff/neurostore,1,copilot-instructions,1,False,False
newbeb/stealth-browser-mcp,1,claude,1,False,False
nextcloud/desktop,1,agents,1,False,False
nguyenvanduocit/google-kit,1,claude,1,False,False
