repository_owner,repository_name,repository_url,original_flesch_score,textstat_score,py_readability_score
anyproto,anytype-ts,https://github.com/anyproto/anytype-ts,21.1826565464896,44.430796028454154,46.16917480964469
p-wegner,coding-aider,https://github.com/p-wegner/coding-aider,-15.985843529847926,25.14958957654727,18.45956254115947
allenhutchison,obsidian-gemini,https://github.com/allenhutchison/obsidian-gemini,121.22000000000004,,
qltysh,qlty,https://github.com/qltysh/qlty,2.4001275510204323,63.70802181603773,64.97058813202247
haydenbleasel,ultracite,https://github.com/haydenbleasel/ultracite,38.29854737314776,51.99417251485576,48.804855072463766
safety-research,safety-tooling,https://github.com/safety-research/safety-tooling,32.41348751623613,41.617130027952356,40.306147675052586
traceloop,openllmetry,https://github.com/traceloop/openllmetry,27.210055322966557,30.768722826086986,32.25854545454547
panghy,javaflow,https://github.com/panghy/javaflow,36.82580155138979,52.64483500717361,46.56997570850203
csessh,stopinsert.nvim,https://github.com/csessh/stopinsert.nvim,27.51365572315888,39.362991573033725,31.29444776119405
mergd,discorss,https://github.com/mergd/discorss,11.148929374718849,41.131025641025644,37.88667647058827
wvabrinskas,NumSwift,https://github.com/wvabrinskas/NumSwift,0.3154397634885413,31.89238331160368,29.36454239019409
MasterOfBinary,gobatch,https://github.com/MasterOfBinary/gobatch,9.38435714285717,36.249366215512765,35.61432757718475
tomhrr,cosh,https://github.com/tomhrr/cosh,71.86001612903226,71.51656521739133,
moorestech,moorestech,https://github.com/moorestech/moorestech,16.311285624944162,49.46499088722027,45.753579545454585
moorestech,mooreseditor,https://github.com/moorestech/mooreseditor,66.009696969697,82.98487903225808,
defog-ai,defog,https://github.com/defog-ai/defog,57.94233333333335,65.42020750988146,66.64710416666671
defog-ai,introspect,https://github.com/defog-ai/introspect,-1.4123529411764366,61.01243225806451,62.62996493688644
ydb-platform,ydb-embedded-ui,https://github.com/ydb-platform/ydb-embedded-ui,19.77346846846848,40.89232083647329,38.91313555896858
classmethod,tsumiki,https://github.com/classmethod/tsumiki,42.71266666666668,63.21561913696061,
foyzulkarim,transformers-tasks,https://github.com/foyzulkarim/transformers-tasks,9.200103211009178,46.62531250000001,41.727589285714316
whatstba,streamie,https://github.com/whatstba/streamie,9.996813214108329,35.29211737156342,29.100833333333355
AIDotNet,Thor,https://github.com/AIDotNet/Thor,10.074308247136685,26.8094672423002,28.41429828590327
vaadin,flow,https://github.com/vaadin/flow,-23.090857307249703,37.091866125760674,39.98731789880918
FlutterKaigi,2025,https://github.com/FlutterKaigi/2025,-56.50448275862068,39.19945981362844,38.920251892836376
tscircuit,minicssgrid,https://github.com/tscircuit/minicssgrid,33.795686586985425,53.5451152073733,55.58428571428573
tscircuit,core,https://github.com/tscircuit/core,15.698001841620652,41.76348111574876,42.3162159142843
